date,ticker,simple_sector,sector_33,action,price,shares,cash_after,signal_score,macro_confirm_score,macro_corr_score,signal_basis_date,reason
2026-02-04,3289.T,225/不動産,不動産業,BUY,1477.84,100,2682397.5,0.45919240577491205,0.5929732355594488,0.11618401788863675,2026-02-03,buy_breakout_up
2026-02-05,6343.T,機械/住宅建設,機械,SELL,188.0,500,2776397.5,0.5986237389806351,,,2026-02-04,sell_signal
2026-02-05,7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,SELL,887.0,100,2865097.5,0.49559769080977034,,,2026-02-04,sell_signal
2026-02-05,3289.T,225/不動産,不動産業,SELL,1494.0,100,3014497.5,0.4296488749012278,,,2026-02-04,sell_signal
2026-02-10,6343.T,機械/住宅建設,機械,BUY,195.89499999999998,400,2936139.5,0.6320747271013935,0.8518862528382297,0.09695906309001254,2026-02-09,buy_breakout_up
2026-02-10,7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,BUY,922.6349999999999,100,2843876.0,0.5692157503911883,0.8518862528382297,0.16475400946867888,2026-02-09,buy_breakout_up
2026-02-10,4977.T,化学/食品,化学,BUY,1297.1699999999998,100,2714159.0,0.5354206097336263,0.8518862528382297,0.1023587269607823,2026-02-09,buy_breakout_up
2026-02-10,7241.T,輸送用機器/自動車部品,輸送用機器,BUY,1109.395,100,2603219.5,0.4029884662796754,0.8518862528382297,0.0337120894326091,2026-02-09,buy_breakout_up
2026-02-12,6343.T,機械/住宅建設,機械,SELL,214.0,400,2688819.5,0.6927952633295291,,,2026-02-10,take_profit
2026-02-12,1768.T,建設/建設・土木,建設業,BUY,1658.5099999999998,1600,35203.500000000466,0.742013177838971,0.4673561315666924,0.03229760528024003,2026-02-10,buy_breakout_up
2026-02-13,7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,SELL,953.0,100,130503.50000000047,0.5560888369016664,,,2026-02-12,sell_signal
2026-02-13,4977.T,化学/食品,化学,SELL,1309.0,100,261403.50000000047,0.5358394302541101,,,2026-02-12,sell_signal
2026-02-13,7241.T,輸送用機器/自動車部品,輸送用機器,SELL,1144.0,100,375803.50000000047,0.36595260439867844,,,2026-02-12,sell_signal
2026-02-13,1768.T,建設/建設・土木,建設業,SELL,1620.0,1600,2967803.5000000005,0.591888496648863,,,2026-02-12,sell_signal
2026-02-19,6343.T,機械/住宅建設,機械,BUY,198.93999999999997,500,2868333.5000000005,0.611798920015699,0.09390136567074053,-0.026178986584194222,2026-02-18,buy_breakout_up
2026-02-19,7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,BUY,982.5199999999999,100,2770081.5000000005,0.5340963942709149,0.09390136567074053,-0.010351296327844125,2026-02-18,buy_breakout_up
2026-02-19,5697.T,鉄鋼/鉄鋼,鉄鋼,BUY,807.9399999999999,100,2689287.5000000005,0.4914595220435097,0.09390136567074053,-0.02906884678961055,2026-02-18,buy_breakout_up
2026-02-19,7241.T,輸送用機器/自動車部品,輸送用機器,BUY,1157.1,100,2573577.5000000005,0.3807657960809,0.09390136567074053,0.002561335159943768,2026-02-18,buy_breakout_up
2026-02-24,6343.T,機械/住宅建設,機械,SELL,214.0,500,2680577.5000000005,0.6727267587035309,,,2026-02-20,sell_signal
2026-02-24,7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,SELL,975.0,100,2778077.5000000005,0.5242213629317777,,,2026-02-20,sell_signal
2026-02-24,5697.T,鉄鋼/鉄鋼,鉄鋼,SELL,813.0,100,2859377.5000000005,0.490421359276298,,,2026-02-20,sell_signal
2026-02-24,7241.T,輸送用機器/自動車部品,輸送用機器,SELL,1134.0,100,2972777.5000000005,0.35839427101643584,,,2026-02-20,sell_signal
2026-02-26,8600.T,銀行/地方銀行,銀行業,BUY,960.1899999999999,100,2876758.5000000005,0.6594733358760829,0.6714861726531799,0.1027882327996568,2026-02-25,buy_breakout_up
2026-02-27,4619.T,化学/タイヤ・ゴム,化学,BUY,2487.765,500,1632876.0000000005,0.49377109542082137,0.7648902788726527,0.06543591557611947,2026-02-26,buy_breakout_up
2026-02-27,1879.T,建設/建設・土木,建設業,BUY,2175.145,700,110274.50000000047,0.4273037798049281,0.7648902788726527,0.1785153855493493,2026-02-26,buy_breakout_up
2026-03-02,8600.T,銀行/地方銀行,銀行業,SELL,937.0,100,203974.50000000047,0.635128795115115,,,2026-02-27,sell_signal
2026-03-02,4619.T,化学/タイヤ・ゴム,化学,SELL,2470.0,500,1438974.5000000005,0.4925820847377179,,,2026-02-27,sell_signal
2026-03-02,1879.T,建設/建設・土木,建設業,SELL,2136.0,700,2934174.5000000005,0.41528525439859454,,,2026-02-27,sell_signal
