date,ticker,simple_sector,sector_33,action,price,shares,reason,cash_after
2026-01-19,5105.T,ゴム/タイヤ・ゴム,ゴム製品,SELL,4421.625,100,early_stop_top,2521696.5
2026-01-22,5105.T,ゴム/タイヤ・ゴム,ゴム製品,BUY,4424.384999999999,200,buy_breakout_up,1636819.5
2026-01-23,7184.T,銀行/地方銀行,銀行業,BUY,2414.685,500,buy_breakout_up,429477.0
2026-01-23,5105.T,ゴム/タイヤ・ゴム,ゴム製品,SELL,4446.0,200,sell_signal,1318677.0
2026-01-26,7184.T,銀行/地方銀行,銀行業,SELL,2285.0,500,stop_loss,2461177.0
2026-01-27,7184.T,銀行/地方銀行,銀行業,BUY,2319.275,800,buy_breakout_up,605757.0
2026-01-27,7241.T,輸送用機器/自動車部品,輸送用機器,SELL,1059.0,500,sell_signal,1135257.0
2026-01-28,7184.T,銀行/地方銀行,銀行業,SELL,2233.725,800,early_stop_top,2922237.0
2026-02-02,1938.T,建設/設備工事,建設業,BUY,2328.0,100,buy_breakout_up,2689437.0
2026-02-02,3352.T,小売/他消費財小売り,小売業,BUY,1650.0,100,buy_breakout_up,2524437.0
2026-02-02,7231.T,輸送用機器/自動車部品,輸送用機器,BUY,3176.95,100,buy_breakout_up,2206742.0
2026-02-02,9405.T,大幅増額/情報通信,情報・通信業,BUY,842.4499999999999,500,buy_breakout_up,1785517.0
2026-02-03,9405.T,大幅増額/情報通信,情報・通信業,SELL,844.0,500,sell_signal,2207517.0
2026-02-04,3289.T,225/不動産,不動産業,BUY,1477.84,100,buy_breakout_up,2059733.0
2026-02-04,1938.T,建設/設備工事,建設業,SELL,2380.1749999999997,100,early_take_profit_top,2297750.5
2026-02-05,7241.T,輸送用機器/自動車部品,輸送用機器,BUY,1084.0,2100,buy_breakout_up,21350.5
2026-02-05,3289.T,225/不動産,不動産業,SELL,1509.5,100,early_take_profit_top,172300.5
2026-02-05,7231.T,輸送用機器/自動車部品,輸送用機器,SELL,3278.45,100,early_take_profit_top,500145.5
2026-02-09,7241.T,輸送用機器/自動車部品,輸送用機器,SELL,1116.0,2100,early_take_profit_top,2843745.5
2026-02-12,1768.T,建設/建設・土木,建設業,BUY,1658.5099999999998,300,buy_breakout_up,2346192.5
2026-02-16,3352.T,小売/他消費財小売り,小売業,SELL,1700.1249999999998,100,early_take_profit_top,2516205.0
2026-02-17,1768.T,建設/建設・土木,建設業,SELL,1712.3049999999998,300,early_take_profit_top,3029896.5
2026-02-27,1879.T,建設/建設・土木,建設業,BUY,2175.145,700,buy_breakout_up,1507295.0
2026-02-27,4619.T,化学/タイヤ・ゴム,化学,BUY,2487.765,500,buy_breakout_up,263412.5
2026-03-03,1879.T,建設/建設・土木,建設業,SELL,2082.6,700,early_stop_top,1721232.5
2026-03-03,4619.T,化学/タイヤ・ゴム,化学,SELL,2408.25,500,early_stop_top,2925357.5
2026-03-05,7456.T,卸売/非鉄金属・金属製品,卸売業,BUY,8110.0,100,buy_breakout_up,2114357.5
2026-03-05,8393.T,銀行/地方銀行,銀行業,BUY,9220.0,200,buy_breakout_up,270357.5
2026-03-06,7456.T,卸売/非鉄金属・金属製品,卸売業,SELL,7751.25,100,early_stop_top,1045482.5
2026-03-06,8393.T,銀行/地方銀行,銀行業,SELL,9270.0,200,sell_signal,2899482.5
2026-03-10,5714.T,225/非鉄金属,非鉄金属,BUY,9811.0,200,buy_breakout_up,937282.5
2026-03-10,8393.T,銀行/地方銀行,銀行業,BUY,8880.0,100,buy_breakout_up,49282.5
2026-03-10,5714.T,225/非鉄金属,非鉄金属,SELL,10055.0,200,end_of_backtest,2060282.5
2026-03-10,8393.T,銀行/地方銀行,銀行業,SELL,9170.0,100,end_of_backtest,2977282.5
